outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,NOV 2022,202247,50-64,vax with updated booster,4,3374668,62,4324096.3,0.1185301784,1.433825607,12.09671348,,,,,,,,1
death,NOV 2022,202247,65-79,vaccinated,223,12555018,152,1325825.6,1.77618224,11.46455461,6.454604912,,,,,,,,1
death,NOV 2022,202247,65-79,vax with updated booster,34,4817727,152,1325825.6,0.7057269953,11.46455461,16.24502774,,,,,,,,1
death,NOV 2022,202247,80+,vaccinated,351,3658784,198,630532.55,9.593351234,31.40202675,3.273311482,,,,,,,,1
death,NOV 2022,202247,80+,vax with updated booster,67,1441985,198,630532.55,4.646372882,31.40202675,6.758395752,,,,,,,,1
death,NOV 2022,202247,all_ages,vaccinated,652,74748845,432,23299251,,,,0.7452954421,3.226715467,4.329444788,0.6896689548,3.07146243,4.453531521,,1
death,NOV 2022,202247,all_ages,vax with updated booster,105,13411921,432,23299251,,,,0.3211697903,3.226715467,10.04675896,0.2905234254,3.07146243,10.57216789,2.37388415,1
death,NOV 2022,202248,0.5-4,vaccinated,0,295863,1,5163916,0,0.0193651485,,,,,,,,,0
death,NOV 2022,202248,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,NOV 2022,202248,12-17,vaccinated,1,6280753,3,4189555.65,0.0159216578,0.0716066392,4.497436142,,,,,,,,1
death,NOV 2022,202248,12-17,vax with updated booster,0,466159,3,4189555.65,0,0.0716066392,,,,,,,,,1
death,NOV 2022,202248,18-29,vaccinated,3,14200028,4,7960472.45,0.0211267189,0.0502482739,2.378422988,,,,,,,,1
death,NOV 2022,202248,18-29,vax with updated booster,0,1016143,4,7960472.45,0,0.0502482739,,,,,,,,,1
death,NOV 2022,202248,30-49,vaccinated,9,24758229,21,9046013.1,0.03635155,0.232146469,6.386150491,,,,,,,,1
death,NOV 2022,202248,30-49,vax with updated booster,1,3107883,21,9046013.1,0.0321762434,0.232146469,7.214840646,,,,,,,,1
death,NOV 2022,202248,5-11,vaccinated,0,3686039,2,8895210,0,0.0224840111,,,,,,,,,0
death,NOV 2022,202248,5-11,vax with updated booster,0,232043,2,8895210,0,0.0224840111,,,,,,,,,0
death,NOV 2022,202248,50-64,vaccinated,70,19036716,55,4318887.3,0.3677104812,1.273476157,3.463257704,,,,,,,,1
death,NOV 2022,202248,50-64,vax with updated booster,8,3659452,55,4318887.3,0.218611967,1.273476157,5.825281086,,,,,,,,1
death,NOV 2022,202248,65-79,vaccinated,262,12287287,189,1325643.6,2.132285182,14.2572257,6.686359694,,,,,,,,1
death,NOV 2022,202248,65-79,vax with updated booster,41,5134179,189,1325643.6,0.7985697421,14.2572257,17.85345092,,,,,,,,1
death,NOV 2022,202248,80+,vaccinated,428,3588537,250,630280.55,11.92686602,39.66487622,3.325674671,,,,,,,,1
death,NOV 2022,202248,80+,vax with updated booster,78,1536794,250,630280.55,5.075501336,39.66487622,7.814967152,,,,,,,,1
death,NOV 2022,202248,all_ages,vaccinated,772,73870797,519,23281297,,,,0.8969703595,3.932917688,4.384668508,0.6896689548,3.07146243,4.453531521,,1
death,NOV 2022,202248,all_ages,vax with updated booster,128,14454451,519,23281297,,,,0.3855630142,3.932917688,10.20045374,0.2905234254,3.07146243,10.57216789,2.37388415,1
death,DEC 2022,202249,0.5-4,vaccinated,0,306592,2,5145497,0,0.0388689372,,,,,,,,,0
death,DEC 2022,202249,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2022,202249,12-17,vaccinated,0,6234960,0,4186758.65,0,0,,,,,,,,,1
death,DEC 2022,202249,12-17,vax with updated booster,0,515925,0,4186758.65,0,0,,,,,,,,,1
death,DEC 2022,202249,18-29,vaccinated,1,14135842,7,7951188.45,0.007074216,0.0880371537,12.44479295,,,,,,,,1
death,DEC 2022,202249,18-29,vax with updated booster,0,1108550,7,7951188.45,0,0.0880371537,,,,,,,,,1
death,DEC 2022,202249,30-49,vaccinated,17,24586032,27,9034853.1,0.0691449519,0.2988427117,4.321974395,,,,,,,,1
death,DEC 2022,202249,30-49,vax with updated booster,0,3317391,27,9034853.1,0,0.2988427117,,,,,,,,,1
death,DEC 2022,202249,5-11,vaccinated,0,3644047,0,8889755,0,0,,,,,,,,,0
death,DEC 2022,202249,5-11,vax with updated booster,0,280170,0,8889755,0,0,,,,,,,,,0
death,DEC 2022,202249,50-64,vaccinated,68,18831352,71,4312853.3,0.3610999359,1.646241944,4.55896493,,,,,,,,1
death,DEC 2022,202249,50-64,vax with updated booster,6,3885599,71,4312853.3,0.1544163461,1.646241944,10.66106008,,,,,,,,1
death,DEC 2022,202249,65-79,vaccinated,243,12097609,194,1325371.6,2.008661381,14.63740433,7.287143802,,,,,,,,1
death,DEC 2022,202249,65-79,vax with updated booster,55,5362317,194,1325371.6,1.025676028,14.63740433,14.2709822,,,,,,,,1
death,DEC 2022,202249,80+,vaccinated,437,3539412,225,630004.55,12.34668357,35.71402778,2.892600881,,,,,,,,1
death,DEC 2022,202249,80+,vax with updated booster,91,1604011,225,630004.55,5.673277802,35.71402778,6.295131144,,,,,,,,1
death,DEC 2022,202249,all_ages,vaccinated,766,73190247,524,23254271,,,,0.9094806779,3.913990861,4.303544821,0.8986576404,3.983621791,4.432858089,,1
death,DEC 2022,202249,all_ages,vax with updated booster,152,15277868,524,23254271,,,,0.4146618656,3.913990861,9.438994,0.449361187,3.983621791,8.865077594,1.999855943,1
death,DEC 2022,202250,0.5-4,vaccinated,0,315157,2,5128775,0,0.0389956666,,,,,,,,,0
death,DEC 2022,202250,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2022,202250,12-17,vaccinated,1,6210170,0,4183567.65,0.0161026188,0,0,,,,,,,,1
death,DEC 2022,202250,12-17,vax with updated booster,0,542991,0,4183567.65,0,0,,,,,,,,,1
death,DEC 2022,202250,18-29,vaccinated,4,14097079,4,7942738.45,0.0283746725,0.0503604648,1.774838626,,,,,,,,1
death,DEC 2022,202250,18-29,vax with updated booster,0,1165855,4,7942738.45,0,0.0503604648,,,,,,,,,1
death,DEC 2022,202250,30-49,vaccinated,17,24481894,19,9023854.1,0.069439072,0.2105530496,3.032198495,,,,,,,,1
death,DEC 2022,202250,30-49,vax with updated booster,1,3445516,19,9023854.1,0.029023229,0.2105530496,7.254639013,,,,,,,,1
death,DEC 2022,202250,5-11,vaccinated,0,3622937,0,8883777,0,0,,,,,,,,,0
death,DEC 2022,202250,5-11,vax with updated booster,0,305820,0,8883777,0,0,,,,,,,,,0
death,DEC 2022,202250,50-64,vaccinated,75,18686591,68,4307414.3,0.4013573155,1.578673312,3.933336334,,,,,,,,1
death,DEC 2022,202250,50-64,vax with updated booster,6,4043977,68,4307414.3,0.1483687964,1.578673312,10.64019761,,,,,,,,1
death,DEC 2022,202250,65-79,vaccinated,233,11952726,175,1325065.6,1.949346116,13.2068933,6.775037638,,,,,,,,1
death,DEC 2022,202250,65-79,vax with updated booster,47,5534738,175,1325065.6,0.8491820209,13.2068933,15.55248813,,,,,,,,1
death,DEC 2022,202250,80+,vaccinated,367,3502778,238,629711.55,10.47739823,37.79508253,3.607296555,,,,,,,,1
death,DEC 2022,202250,80+,vax with updated booster,89,1654025,238,629711.55,5.38081347,37.79508253,7.024046222,,,,,,,,1
death,DEC 2022,202250,all_ages,vaccinated,696,72721068,504,23228784,,,,0.8309065107,3.770050345,4.537273805,0.8986576404,3.983621791,4.432858089,,1
death,DEC 2022,202250,all_ages,vax with updated booster,143,15844111,504,23228784,,,,0.3901340769,3.770050345,9.663473581,0.449361187,3.983621791,8.865077594,1.999855943,1
death,DEC 2022,202251,0.5-4,vaccinated,0,326047,0,5115683,0,0,,,,,,,,,0
death,DEC 2022,202251,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2022,202251,12-17,vaccinated,0,6183618,0,4180003.65,0,0,,,,,,,,,1
death,DEC 2022,202251,12-17,vax with updated booster,0,575391,0,4180003.65,0,0,,,,,,,,,1
death,DEC 2022,202251,18-29,vaccinated,4,14051722,1,7934217.45,0.028466262,0.0126036374,0.4427570233,,,,,,,,1
death,DEC 2022,202251,18-29,vax with updated booster,1,1231689,1,7934217.45,0.0811893262,0.0126036374,0.1552376158,,,,,,,,1
death,DEC 2022,202251,30-49,vaccinated,14,24345722,27,9012559.1,0.0575049695,0.2995819467,5.209670565,,,,,,,,1
death,DEC 2022,202251,30-49,vax with updated booster,1,3613019,27,9012559.1,0.0276776845,0.2995819467,10.82395266,,,,,,,,1
death,DEC 2022,202251,5-11,vaccinated,0,3595072,2,8878254,0,0.0225269518,,,,,,,,,0
death,DEC 2022,202251,5-11,vax with updated booster,0,339582,2,8878254,0,0.0225269518,,,,,,,,,0
death,DEC 2022,202251,50-64,vaccinated,97,18502447,61,4301621.3,0.524254981,1.418069973,2.704924177,,,,,,,,1
death,DEC 2022,202251,50-64,vax with updated booster,7,4244782,61,4301621.3,0.164908351,1.418069973,8.599139851,,,,,,,,1
death,DEC 2022,202251,65-79,vaccinated,237,11772058,189,1324742.6,2.013241865,14.26692249,7.086541734,,,,,,,,1
death,DEC 2022,202251,65-79,vax with updated booster,51,5749998,189,1324742.6,0.8869568302,14.26692249,16.08525016,,,,,,,,1
death,DEC 2022,202251,80+,vaccinated,379,3458218,253,629476.55,10.95940163,40.19212471,3.667364885,,,,,,,,1
death,DEC 2022,202251,80+,vax with updated booster,115,1714993,253,629476.55,6.705566728,40.19212471,5.993844568,,,,,,,,1
death,DEC 2022,202251,all_ages,vaccinated,731,72130167,531,23202617,,,,0.8805056787,4.006694744,4.550447363,0.8986576404,3.983621791,4.432858089,,1
death,DEC 2022,202251,all_ages,vax with updated booster,175,16554481,531,23202617,,,,0.4746956029,4.006694744,8.44055584,0.449361187,3.983621791,8.865077594,1.999855943,1
death,DEC 2022,202252,0.5-4,vaccinated,0,333330,2,5108443,0,0.0391508724,,,,,,,,,0
death,DEC 2022,202252,0.5-4,vax with updated booster,0,2454,2,5108443,0,0.0391508724,,,,,,,,,0
death,DEC 2022,202252,12-17,vaccinated,0,6155161,2,4177236.65,0,0.0478785419,,,,,,,,,1
death,DEC 2022,202252,12-17,vax with updated booster,0,607802,2,4177236.65,0,0.0478785419,,,,,,,,,1
death,DEC 2022,202252,18-29,vaccinated,3,14003209,6,7927184.45,0.0214236608,0.0756889163,3.532959044,,,,,,,,1
death,DEC 2022,202252,18-29,vax with updated booster,0,1302656,6,7927184.45,0,0.0756889163,,,,,,,,,1
death,DEC 2022,202252,30-49,vaccinated,21,24208662,26,9003138.1,0.0867458102,0.2887881949,3.329131333,,,,,,,,1
death,DEC 2022,202252,30-49,vax with updated booster,1,3781373,26,9003138.1,0.0264454208,0.2887881949,10.92015883,,,,,,,,1
death,DEC 2022,202252,5-11,vaccinated,0,3567145,0,8874393,0,0,,,,,,,,,0
death,DEC 2022,202252,5-11,vax with updated booster,0,373464,0,8874393,0,0,,,,,,,,,0
death,DEC 2022,202252,50-64,vaccinated,68,18315344,77,4296274.3,0.3712733979,1.792250555,4.827306685,,,,,,,,1
death,DEC 2022,202252,50-64,vax with updated booster,13,4449926,77,4296274.3,0.2921396895,1.792250555,6.134909496,,,,,,,,1
death,DEC 2022,202252,65-79,vaccinated,265,11595147,196,1324620.6,2.2854389,14.79668971,6.474331784,,,,,,,,1
death,DEC 2022,202252,65-79,vax with updated booster,59,5961970,196,1324620.6,0.9896057847,14.79668971,14.95210511,,,,,,,,1
death,DEC 2022,202252,80+,vaccinated,436,3416075,265,629320.55,12.76318582,42.10890618,3.299247287,,,,,,,,1
death,DEC 2022,202252,80+,vax with updated booster,125,1773219,265,629320.55,7.049326677,42.10890618,5.973465001,,,,,,,,1
death,DEC 2022,202252,all_ages,vaccinated,793,71538437,570,23180538,,,,0.9752869558,4.243980524,4.351519826,0.8986576404,3.983621791,4.432858089,,1
death,DEC 2022,202252,all_ages,vax with updated booster,198,17269144,570,23180538,,,,0.5106884985,4.243980524,8.310311542,0.449361187,3.983621791,8.865077594,1.999855943,1
death,JAN 2023,202301,0.5-4,vaccinated,0,335404,2,5099134,0,0.0392223464,,,,,,,,,0
death,JAN 2023,202301,0.5-4,vax with updated booster,0,7052,2,5099134,0,0.0392223464,,,,,,,,,0
death,JAN 2023,202301,12-17,vaccinated,0,6122277,2,4175092.65,0,0.0479031286,,,,,,,,,1
death,JAN 2023,202301,12-17,vax with updated booster,0,642207,2,4175092.65,0,0.0479031286,,,,,,,,,1
death,JAN 2023,202301,18-29,vaccinated,1,13953874,5,7919808.45,0.0071664686,0.06313284,8.809476951,,,,,,,,1
death,JAN 2023,202301,18-29,vax with updated booster,0,1377771,5,7919808.45,0,0.06313284,,,,,,,,,1
death,JAN 2023,202301,30-49,vaccinated,19,24096247,21,8994152.1,0.0788504534,0.2334850441,2.96111226,,,,,,,,1
death,JAN 2023,202301,30-49,vax with updated booster,2,3921594,21,8994152.1,0.05099967,0.2334850441,4.578167741,,,,,,,,1
death,JAN 2023,202301,5-11,vaccinated,0,3542600,0,8869954,0,0,,,,,,,,,0
death,JAN 2023,202301,5-11,vax with updated booster,0,403037,0,8869954,0,0,,,,,,,,,0
death,JAN 2023,202301,50-64,vaccinated,65,18161670,65,4290450.3,0.3578966031,1.514992494,4.233045189,,,,,,,,1
death,JAN 2023,202301,50-64,vax with updated booster,10,4619731,65,4290450.3,0.21646282,1.514992494,6.998857789,,,,,,,,1
death,JAN 2023,202301,65-79,vaccinated,220,11459092,153,1324457.6,1.919872883,11.55189868,6.017012261,,,,,,,,1
death,JAN 2023,202301,65-79,vax with updated booster,52,6126172,153,1324457.6,0.8488171733,11.55189868,13.60940735,,,,,,,,1
death,JAN 2023,202301,80+,vaccinated,371,3384000,248,629146.55,10.96335697,39.41847889,3.595475271,,,,,,,,1
death,JAN 2023,202301,80+,vax with updated booster,96,1817717,248,629146.55,5.281350177,39.41847889,7.463712416,,,,,,,,1
death,JAN 2023,202301,all_ages,vaccinated,676,71054883,492,23158015,,,,0.8395680308,3.634897739,4.329485647,0.6050618963,2.67478385,4.42067806,,1
death,JAN 2023,202301,all_ages,vax with updated booster,160,17862985,492,23158015,,,,0.4084300093,3.634897739,8.899683314,0.3318909466,2.67478385,8.059225108,1.823074424,1
death,JAN 2023,202302,0.5-4,vaccinated,0,335907,1,5085359,0,0.0196642951,,,,,,,,,0
death,JAN 2023,202302,0.5-4,vax with updated booster,0,10552,1,5085359,0,0.0196642951,,,,,,,,,0
death,JAN 2023,202302,12-17,vaccinated,0,6100129,1,4172270.65,0,0.0239677644,,,,,,,,,1
death,JAN 2023,202302,12-17,vax with updated booster,0,666329,1,4172270.65,0,0.0239677644,,,,,,,,,1
death,JAN 2023,202302,18-29,vaccinated,0,13925185,2,7911165.45,0,0.0252807252,,,,,,,,,1
death,JAN 2023,202302,18-29,vax with updated booster,0,1425154,2,7911165.45,0,0.0252807252,,,,,,,,,1
death,JAN 2023,202302,30-49,vaccinated,12,24035225,18,8983873.1,0.0499267221,0.2003590189,4.01306175,,,,,,,,1
death,JAN 2023,202302,30-49,vax with updated booster,1,4002752,18,8983873.1,0.0249828118,0.2003590189,8.019874635,,,,,,,,1
death,JAN 2023,202302,5-11,vaccinated,0,3527435,1,8864192,0,0.0112813441,,,,,,,,,0
death,JAN 2023,202302,5-11,vax with updated booster,0,422220,1,8864192,0,0.0112813441,,,,,,,,,0
death,JAN 2023,202302,50-64,vaccinated,58,18082563,70,4285735.3,0.3207509909,1.633325325,5.092191049,,,,,,,,1
death,JAN 2023,202302,50-64,vax with updated booster,11,4712524,70,4285735.3,0.2334205619,1.633325325,6.997349811,,,,,,,,1
death,JAN 2023,202302,65-79,vaccinated,169,11397748,144,1324241.6,1.482749048,10.87414864,7.333775501,,,,,,,,1
death,JAN 2023,202302,65-79,vax with updated booster,41,6203270,144,1324241.6,0.6609417291,10.87414864,16.45250733,,,,,,,,1
death,JAN 2023,202302,80+,vaccinated,252,3369839,175,628944.55,7.47810207,27.82439247,3.720782654,,,,,,,,1
death,JAN 2023,202302,80+,vax with updated booster,93,1837491,175,628944.55,5.06124928,27.82439247,5.497534488,,,,,,,,1
death,JAN 2023,202302,all_ages,vaccinated,491,70810560,409,23133960,,,,0.6072164291,3.031105168,4.991803619,0.6050618963,2.67478385,4.42067806,,1
death,JAN 2023,202302,all_ages,vax with updated booster,146,18181191,409,23133960,,,,0.3677014473,3.031105168,8.24338656,0.3318909466,2.67478385,8.059225108,1.823074424,1
death,JAN 2023,202303,0.5-4,vaccinated,0,336405,5,5074337,0,0.0985350401,,,,,,,,,0
death,JAN 2023,202303,0.5-4,vax with updated booster,0,16008,5,5074337,0,0.0985350401,,,,,,,,,0
death,JAN 2023,202303,12-17,vaccinated,0,6077649,0,4169714.65,0,0,,,,,,,,,1
death,JAN 2023,202303,12-17,vax with updated booster,0,690774,0,4169714.65,0,0,,,,,,,,,1
death,JAN 2023,202303,18-29,vaccinated,2,13895471,0,7903371.45,0.0143931789,0,0,,,,,,,,1
death,JAN 2023,202303,18-29,vax with updated booster,0,1473992,0,7903371.45,0,0,,,,,,,,,1
death,JAN 2023,202303,30-49,vaccinated,8,23970280,17,8974583.1,0.0333746623,0.1894238408,5.675678127,,,,,,,,1
death,JAN 2023,202303,30-49,vax with updated booster,0,4088404,17,8974583.1,0,0.1894238408,,,,,,,,,1
death,JAN 2023,202303,5-11,vaccinated,0,3511575,0,8859050,0,0,,,,,,,,,0
death,JAN 2023,202303,5-11,vax with updated booster,0,442944,0,8859050,0,0,,,,,,,,,0
death,JAN 2023,202303,50-64,vaccinated,52,17994661,51,4281398.3,0.288974602,1.191199613,4.122160236,,,,,,,,1
death,JAN 2023,202303,50-64,vax with updated booster,10,4814489,51,4281398.3,0.207706363,1.191199613,5.735017436,,,,,,,,1
death,JAN 2023,202303,65-79,vaccinated,129,11324685,96,1324076.6,1.139104531,7.250335819,6.364943356,,,,,,,,1
death,JAN 2023,202303,65-79,vax with updated booster,36,6294426,96,1324076.6,0.5719345974,7.250335819,12.67686175,,,,,,,,1
death,JAN 2023,202303,80+,vaccinated,208,3353276,124,628781.55,6.202889354,19.72068042,3.179273286,,,,,,,,1
death,JAN 2023,202303,80+,vax with updated booster,75,1860765,124,628781.55,4.030600318,19.72068042,4.892740253,,,,,,,,1
death,JAN 2023,202303,all_ages,vaccinated,399,70538373,288,23112211,,,,0.4967146216,2.113512054,4.254982563,0.6050618963,2.67478385,4.42067806,,1
death,JAN 2023,202303,all_ages,vax with updated booster,121,18532076,288,23112211,,,,0.2947500652,2.113512054,7.17052277,0.3318909466,2.67478385,8.059225108,1.823074424,1
death,JAN 2023,202304,0.5-4,vaccinated,0,336664,2,5064476,0,0.0394907588,,,,,,,,,0
death,JAN 2023,202304,0.5-4,vax with updated booster,0,23893,2,5064476,0,0.0394907588,,,,,,,,,0
death,JAN 2023,202304,12-17,vaccinated,0,6057923,0,4167301.65,0,0,,,,,,,,,1
death,JAN 2023,202304,12-17,vax with updated booster,0,711700,0,4167301.65,0,0,,,,,,,,,1
death,JAN 2023,202304,18-29,vaccinated,2,13864518,3,7896341.45,0.0144253121,0.0379922781,2.633723115,,,,,,,,1
death,JAN 2023,202304,18-29,vax with updated booster,0,1523963,3,7896341.45,0,0.0379922781,,,,,,,,,1
death,JAN 2023,202304,30-49,vaccinated,8,23894958,17,8966899.1,0.0334798663,0.1895861636,5.662691772,,,,,,,,1
death,JAN 2023,202304,30-49,vax with updated booster,1,4184430,17,8966899.1,0.0238981176,0.1895861636,7.933100307,,,,,,,,1
death,JAN 2023,202304,5-11,vaccinated,1,3496216,0,8854669,0.0286023518,0,0,,,,,,,,0
death,JAN 2023,202304,5-11,vax with updated booster,0,463529,0,8854669,0,0,,,,,,,,,0
death,JAN 2023,202304,50-64,vaccinated,44,17892269,30,4277780.3,0.245916267,0.7012982878,2.851776731,,,,,,,,1
death,JAN 2023,202304,50-64,vax with updated booster,4,4929502,30,4277780.3,0.0811440993,0.7012982878,8.642628281,,,,,,,,1
death,JAN 2023,202304,65-79,vaccinated,112,11230737,91,1323885.6,0.997263136,6.873705704,6.89256973,,,,,,,,1
death,JAN 2023,202304,65-79,vax with updated booster,24,6409011,91,1323885.6,0.3744727541,6.873705704,18.35568978,,,,,,,,1
death,JAN 2023,202304,80+,vaccinated,209,3330960,116,628590.55,6.274467421,18.45398408,2.941123579,,,,,,,,1
death,JAN 2023,202304,80+,vax with updated booster,79,1891861,116,628590.55,4.17578247,18.45398408,4.419287692,,,,,,,,1
death,JAN 2023,202304,all_ages,vaccinated,375,70213442,257,23093497,,,,0.4735037241,1.918676894,4.052084062,0.6050618963,2.67478385,4.42067806,,1
death,JAN 2023,202304,all_ages,vax with updated booster,108,18938767,257,23093497,,,,0.2607985937,1.918676894,7.356929602,0.3318909466,2.67478385,8.059225108,1.823074424,1
death,FEB 2023,202305,0.5-4,vaccinated,0,336964,0,5055168,0,0,,,,,,,,,0
death,FEB 2023,202305,0.5-4,vax with updated booster,0,30505,0,5055168,0,0,,,,,,,,,0
death,FEB 2023,202305,12-17,vaccinated,0,6043595,0,4165055.65,0,0,,,,,,,,,1
death,FEB 2023,202305,12-17,vax with updated booster,0,728105,0,4165055.65,0,0,,,,,,,,,1
death,FEB 2023,202305,18-29,vaccinated,1,13842885,4,7890322.45,0.0072239277,0.0506950131,7.017652365,,,,,,,,1
death,FEB 2023,202305,18-29,vax with updated booster,0,1558293,4,7890322.45,0,0.0506950131,,,,,,,,,1
death,FEB 2023,202305,30-49,vaccinated,7,23839456,10,8959914.1,0.0293630861,0.1116082129,3.800970114,,,,,,,,1
death,FEB 2023,202305,30-49,vax with updated booster,1,4256071,10,8959914.1,0.0234958486,0.1116082129,4.750124781,,,,,,,,1
death,FEB 2023,202305,5-11,vaccinated,0,3483643,0,8850798,0,0,,,,,,,,,0
death,FEB 2023,202305,5-11,vax with updated booster,0,480398,0,8850798,0,0,,,,,,,,,0
death,FEB 2023,202305,50-64,vaccinated,29,17816672,47,4274621.3,0.1627688942,1.099512605,6.7550536,,,,,,,,1
death,FEB 2023,202305,50-64,vax with updated booster,8,5015250,47,4274621.3,0.1595134839,1.099512605,6.892913239,,,,,,,,1
death,FEB 2023,202305,65-79,vaccinated,112,11164642,83,1323731.6,1.003166962,6.270153255,6.250358605,,,,,,,,1
death,FEB 2023,202305,65-79,vax with updated booster,23,6490050,83,1323731.6,0.3543886411,6.270153255,17.6928731,,,,,,,,1
death,FEB 2023,202305,80+,vaccinated,158,3314938,130,628453.55,4.766303322,20.68569746,4.33998763,,,,,,,,1
death,FEB 2023,202305,80+,vax with updated booster,81,1914108,130,628453.55,4.23173614,20.68569746,4.888229504,,,,,,,,1
death,FEB 2023,202305,all_ages,vaccinated,307,69978593,274,23077043,,,,0.386430954,1.994376509,5.161016446,0.354786217,1.523529907,4.294219543,,1
death,FEB 2023,202305,all_ages,vax with updated booster,113,19233772,274,23077043,,,,0.2764632855,1.994376509,7.213892815,0.2520449436,1.523529907,6.044675545,1.407630766,1
death,FEB 2023,202306,0.5-4,vaccinated,0,337072,1,5046399,0,0.0198161105,,,,,,,,,0
death,FEB 2023,202306,0.5-4,vax with updated booster,0,36499,1,5046399,0,0.0198161105,,,,,,,,,0
death,FEB 2023,202306,12-17,vaccinated,0,6034184,0,4162714.65,0,0,,,,,,,,,1
death,FEB 2023,202306,12-17,vax with updated booster,0,740078,0,4162714.65,0,0,,,,,,,,,1
death,FEB 2023,202306,18-29,vaccinated,1,13827517,3,7884090.45,0.0072319564,0.0380513138,5.261551889,,,,,,,,1
death,FEB 2023,202306,18-29,vax with updated booster,1,1583714,3,7884090.45,0.0631427139,0.0380513138,0.6026239844,,,,,,,,1
